"","Country","MYEAR","DATE","Latitude","Longitude","Species","NOINP","MATRX","Value.mgperkg","PARAM","BASIS","QFLAG","DETLI.mgperkg","LMQNT","UNCRT"
"18233","Norway",2009,"15/09/2009",58.98,10.95833333,"Mytilus edulis",100,"SB",0.186,"Cd","W","",1,NA,NA
"18234","Norway",2009,"15/09/2009",58.98,10.95833333,"Mytilus edulis",50,"SB",0.217,"Cd","W","",1,NA,NA
"18235","Norway",2009,"15/09/2009",58.98,10.95833333,"Mytilus edulis",50,"SB",0.225,"Cd","W","",1,NA,NA
"18236","Norway",2009,"01/09/2009",70.13833333,30.36166667,"Mytilus edulis",79,"SB",0.232,"Cd","W","",1,NA,NA
"18237","Norway",2009,"01/09/2009",70.13833333,30.36166667,"Mytilus edulis",77,"SB",0.264,"Cd","W","",1,NA,NA
"18238","Norway",2009,"01/09/2009",70.13833333,30.36166667,"Mytilus edulis",76,"SB",0.272,"Cd","W","",1,NA,NA
"18239","Norway",2009,"05/10/2009",59.02333333,9.75366667,"Mytilus edulis",38,"SB",0.231,"Cd","W","",1,NA,NA
"18240","Norway",2009,"15/09/2009",59.0885,11.22616667,"Mytilus edulis",50,"SB",0.135,"Cd","W","",1,NA,NA
"18241","Norway",2009,"15/09/2009",59.0885,11.22616667,"Mytilus edulis",50,"SB",0.153,"Cd","W","",1,NA,NA
"18242","Norway",2009,"01/09/2009",69.89866667,29.74416667,"Mytilus edulis",100,"SB",0.237,"Cd","W","",1,NA,NA
"18243","Norway",2009,"01/09/2009",69.89866667,29.74416667,"Mytilus edulis",50,"SB",0.214,"Cd","W","",1,NA,NA
"18244","Norway",2009,"01/09/2009",69.89866667,29.74416667,"Mytilus edulis",50,"SB",0.211,"Cd","W","",1,NA,NA
"18245","Norway",2009,"09/10/2009",59.04466667,10.29533333,"Mytilus edulis",93,"SB",0.177,"Cd","W","",1,NA,NA
"18246","Norway",2009,"09/10/2009",59.04466667,10.29533333,"Mytilus edulis",50,"SB",0.161,"Cd","W","",1,NA,NA
"18247","Norway",2009,"09/10/2009",59.04466667,10.29533333,"Mytilus edulis",50,"SB",0.16,"Cd","W","",1,NA,NA
"18248","Norway",2009,"18/11/2009",57.99783333,7.57666667,"Mytilus edulis",15,"SB",0.118,"Cd","W","",1,NA,NA
"18249","Norway",2009,"18/11/2009",57.99783333,7.57666667,"Mytilus edulis",20,"SB",0.12,"Cd","W","",1,NA,NA
"18250","Norway",2009,"18/11/2009",57.99783333,7.57666667,"Mytilus edulis",20,"SB",0.125,"Cd","W","",1,NA,NA
"18251","Norway",2009,"15/09/2009",58.0425,6.90033333,"Mytilus edulis",100,"SB",0.142,"Cd","W","",1,NA,NA
"18252","Norway",2009,"15/09/2009",58.0425,6.90033333,"Mytilus edulis",50,"SB",0.142,"Cd","W","",1,NA,NA
"18253","Norway",2009,"15/09/2009",58.0425,6.90033333,"Mytilus edulis",45,"SB",0.197,"Cd","W","",1,NA,NA
"18254","Norway",2009,"09/10/2009",59.04466667,10.29533333,"Mytilus edulis",10,"SB",0.183,"Cd","W","",1,NA,NA
"18255","Norway",2009,"14/09/2009",58.73083333,9.272,"Mytilus edulis",100,"SB",0.151,"Cd","W","",1,NA,NA
"18256","Norway",2009,"14/09/2009",58.73083333,9.272,"Mytilus edulis",100,"SB",0.171,"Cd","W","",1,NA,NA
"18257","Norway",2009,"14/09/2009",58.73083333,9.272,"Mytilus edulis",50,"SB",0.223,"Cd","W","",1,NA,NA
"18258","Norway",2009,"10/11/2009",58.52366667,8.94183333,"Mytilus edulis",77,"SB",0.213,"Cd","W","",1,NA,NA
"18259","Norway",2009,"10/11/2009",58.52366667,8.94183333,"Mytilus edulis",50,"SB",0.216,"Cd","W","",1,NA,NA
"18260","Norway",2009,"10/11/2009",58.52366667,8.94183333,"Mytilus edulis",50,"SB",0.244,"Cd","W","",1,NA,NA
"18261","Norway",2009,"10/11/2009",58.52366667,8.94183333,"Mytilus edulis",15,"SB",0.2,"Cd","W","",1,NA,NA
"18262","Norway",2009,"10/11/2009",58.52366667,8.94183333,"Mytilus edulis",15,"SB",0.216,"Cd","W","",1,NA,NA
"18263","Sweden",2003,"13/10/2003",58.0336,16.765,"Mytilus edulis",1,"SB",0.018,"Hg","W","",0.0025,NA,NA
"18264","Sweden",2003,"13/10/2003",58.0336,16.765,"Mytilus edulis",1,"SB",0.019,"Hg","W","",0.0025,NA,NA
"18265","Sweden",2003,"13/10/2003",58.0336,16.765,"Mytilus edulis",1,"SB",0.012,"Hg","W","",0.0025,NA,NA
"18266","Sweden",2003,"13/10/2003",58.0336,16.765,"Mytilus edulis",1,"SB",0.018,"Hg","W","",0.0025,NA,NA
"18267","Sweden",2003,"13/10/2003",58.0336,16.765,"Mytilus edulis",1,"SB",0.016,"Hg","W","",0.0025,NA,NA
"18268","Sweden",2003,"13/10/2003",58.0336,16.765,"Mytilus edulis",1,"SB",0.022,"Hg","W","",0.0025,NA,NA
"18269","Sweden",2003,"13/10/2003",58.0336,16.765,"Mytilus edulis",1,"SB",0.026,"Hg","W","",0.0025,NA,NA
"18270","Sweden",2003,"13/10/2003",58.0336,16.765,"Mytilus edulis",1,"SB",0.023,"Hg","W","",0.0025,NA,NA
"18271","Sweden",2003,"13/10/2003",58.0336,16.765,"Mytilus edulis",1,"SB",0.015,"Hg","W","",0.0025,NA,NA
"18272","Sweden",2003,"13/10/2003",58.0336,16.765,"Mytilus edulis",1,"SB",0.023,"Hg","W","",0.0025,NA,NA
"18273","Norway",2009,"09/10/2009",59.04466667,10.29533333,"Mytilus edulis",10,"SB",0.169,"Cd","W","",1,NA,NA
